contract_address,pair_address,token_name,current_price_usd,estimated_low_24h,gain_multiple,gain_percent,price_change_m5,price_change_h1,price_change_h6,price_change_h24,pump_timing,pump_strength,volume_h24,volume_h6,volume_h1,volume_m5,volume_concentration_h6_pct,volume_concentration_h1_pct,volume_concentration_m5_pct,buys_h24,sells_h24,buys_h6,sells_h6,buys_h1,sells_h1,buy_sell_ratio_h24,buy_sell_ratio_h6,buy_sell_ratio_h1,buy_sell_ratio_m5,liquidity_usd,liq_to_volume_ratio,avg_trade_size_h24,avg_trade_size_h1,pair_age_hours,outcome_label,base_symbol,quote_symbol
e9tZR9VJXqpjbGGjBuf3ypAgaf4w3K1p22pDfTTMDTc,87fbha3rmxdzpjxack8vrkg7mq34jljvvuqi99npkmk8,Just a moment...,0.02451,0.022418366413610172,1.0933,9.33,-0.53,-1.61,23.9,9.33,last_6hours,23.9,4639125.6,134783.8,14888.59,939.19,2.91,0.32,0.02,9640,11629,5015,3642,3579,1108,0.829,1.377,3.23,0.333,146888.12,0.0317,218.12,3.18,319.72,0,PETSNA,SOL
9QFfgxdSqH5zT7j6rZb1y6SZhw2aFtcQu2r6BuYpump,8eye7ykjbjfcucrv3d3tgsd7f2ngujackvsf9ka8efwv,Just a moment...,0.004563,0.0013661676646706587,3.34,234.0,-4.03,-12.9,55.11,234.0,last_6hours,55.11,7946602.93,1767024.94,565399.43,25724.24,22.24,7.11,0.32,42023,32127,7718,6517,2290,1971,1.308,1.184,1.162,0.876,294036.43,0.037,107.17,132.69,35.16,1,goldcoin,SOL
63bpnCja1pGB2HSazkS8FAPAUkYgcXoDwYHfvZZveBot,9vqmvnxymdhnqwpm1gmywzyuipnbtkqtth1smhvdoedz,Just a moment...,0.0283,0.015122368280431762,1.8714,87.14,0.33,-2.86,-4.11,87.14,last_24hours,87.14,1462064.04,217145.76,25017.99,3122.56,14.85,1.71,0.21,5786,4014,642,588,63,69,1.441,1.092,0.913,0.538,280647.6,0.192,149.19,189.53,250.63,0,BOT,SOL
48yjoFSJ8m6jgDorrYvwfxoLCPAuML9sGz975ZAJtbBY,8s1xuyxblz4amd58hburi87czn8ihcofsqxkxzhscvqs,Just a moment...,0.0003299,0.0003157542113323124,1.0448,4.48,1.16,3.54,-8.49,4.48,unknown,0,141861.09,22370.72,2569.53,202.14,15.77,1.81,0.14,603,450,125,73,24,16,1.34,1.712,1.5,0,86966.07,0.613,134.72,64.24,426.73,0,Sora,SOL
2PrJoPoRzsm8DNuH6XPcTCtvt8XFzHBxqjwG5UC1pump,8skoezqxueicyoppf8eq5ygaemhetdgsr55evnent5tj,Just a moment...,0.001149,7.826975476839238e-05,14.68,1368.0,10.24,-26.2,28.72,1368.0,last_6hours,28.72,4826133.44,1124176.25,242938.94,21050.91,23.29,5.03,0.44,31163,23006,5706,5010,1510,1307,1.355,1.139,1.155,1.255,139098.69,0.0288,89.09,86.24,27.21,1,PISS,SOL
Dc2mot4v1rZn6r9taoc2Mmqi3LM1h8eUbHtkQ1Xupump,8zkz1pw7mq2hadrqkhospgbu9yb11bawrgjfhujiutbs,Just a moment...,0.0001619,0.00012190347112416233,1.3281,32.81,-3.73,6.21,13.23,32.81,last_24hours,32.81,167282.51,33264.69,4569.07,488.81,19.89,2.73,0.29,1043,926,212,150,33,26,1.126,1.413,1.269,0.0,51562.95,0.3082,84.96,77.44,105.74,0,Network,SOL
6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2,Just a moment...,5.9,5.8128078817734,1.015,1.5,0.0,0.99,2.02,1.5,unknown,0,59297687.36,5699506.87,1323418.72,0.0,9.61,2.23,0.0,4335,3236,692,275,81,0,1.34,2.516,0,0,288122098.64,4.8589,7832.21,16338.5,6552.62,0,TRUMP,USDC
3gfm611yupHrsZ34hc5K87Q6pWXx6zLwL481hQq3rGMA,9if3jn3wee31nixzhgzrkhypsrulsawdrc5mhzb8yvbs,Just a moment...,0.008495,0.008495,1.0,0.0,1.51,-5.58,-51.3,-55.65,unknown,0,4086477.98,206573.0,26878.42,1508.85,5.06,0.66,0.04,11273,10384,5509,1621,5090,107,1.086,3.399,47.57,1.375,180209.15,0.0441,188.69,5.17,580.63,0,POMATO,SOL
DtR4D9FtVoTX2569gaL837ZgrB6wNjj6tkmnX9Rdk9B2,9vix1vducteoc2wertsp2tudxxpwaf69aeet8enpjpsn,Just a moment...,0.07937,0.07239146296971907,1.0964,9.64,0.25,-0.44,0.76,9.64,unknown,0,943199.25,108943.62,13222.33,530.43,11.55,1.4,0.06,1577,1754,396,382,54,47,0.899,1.037,1.149,1.0,4880895.08,5.1748,283.16,130.91,12135.26,0,aura,SOL
D7Z2fUrxECBh91chmnou8u7E9Yaq7inzzcjg9G1Apump,a3jmnjsj8zfkcyzl3pf6kvhxf63ydnzvoc2em7apqrjs,Salary $0.0007682 - This will make ur monthly salary / SOL on Solana / PumpSwap - DEX Screener,0.0007526,0.0007526,1.0,0.0,0.44,1.65,2.55,-42.37,unknown,0,878964.9,50695.72,2653.65,98.6,5.77,0.3,0.01,3000,2375,191,172,17,14,1.263,1.11,1.214,0,156255.31,0.1778,163.53,85.6,3583.01,0,Salary,SOL
7MiLCuSZfLoTAK7S7CztrLV75kC3rfJULEmDNUx5pump,a7f7nb8sb5adhjkuz7p8qvjrbzuajrkqswbewzdzchdp,Just a moment...,0.0006308,0.0005491425089231305,1.1487,14.87,-0.38,-1.43,0.26,14.87,unknown,0,289976.85,29518.36,3446.28,364.41,10.18,1.19,0.13,1618,820,87,88,8,10,1.973,0.989,0.8,1.0,98757.3,0.3406,118.94,191.46,92.7,0,Starecat,SOL
EmVswyPCfSNh2H5WspUcgd8azD1FT5sMgEg2PvHvpump,aflumtrvsgxhsut8okfxck9tjeqykrg2ncdkind8sepg,Just a moment...,8.354e-05,7.543796279573776e-05,1.1074,10.74,-6.96,-7.54,-2.33,10.74,unknown,0,221363.48,34765.61,4635.93,927.96,15.71,2.09,0.42,1809,1488,221,206,29,27,1.216,1.073,1.074,1.0,33187.6,0.1499,67.14,82.78,12.46,0,inflatable,SOL
7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,agfnrluscrd2e4nwqxw73hdbsn7ekeub2jhx7tx9ytyc,Just a moment...,0.08846,0.05998508171153455,1.4747,47.47,6.35,27.43,26.93,47.47,last_1hour,27.43,27722635.02,23446427.06,8774246.32,1168453.1,84.58,31.65,4.21,4743,4367,3423,3242,1190,1378,1.086,1.056,0.864,1.581,49248614.5,1.7765,3043.1,3416.76,13899.77,0,SLERF,SOL
2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,b4vwozy1fgtp8selxsxydwszavpugnj77durv2k4mhuv,Just a moment...,0.02157,0.020996787695901877,1.0273,2.73,0.06,0.78,1.76,2.73,unknown,0,902619.02,162246.92,16276.65,1542.28,17.98,1.8,0.17,4139,4513,666,998,157,72,0.917,0.667,2.181,0.0,497717.27,0.5514,104.32,71.08,7318.28,0,PENGU,SOL
CB9dDufT3ZuQXqqSfa1c5kY935TEreyBw9XJXxHKpump,bax9m9a5fvy5cniewwnuwkvdzhsg9psznb4fj9r677tn,Just a moment...,0.02008,0.01927618316213881,1.0417,4.17,0.09,-1.44,2.49,4.17,unknown,0,1279112.51,205854.1,29212.24,570.99,16.09,2.28,0.04,2371,2019,330,334,38,62,1.174,0.988,0.613,1.5,1266517.51,0.9902,291.37,292.12,3660.87,0,USDUC,SOL
HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,bmsze6tkzyskys1patpkryyazgdxwfxdia4buvlg9agy,Just a moment...,0.0547,0.05409414556962024,1.0112,1.12,1.95,2.01,0.97,1.12,unknown,0,1102117.72,138552.99,41419.63,18863.27,12.57,3.76,1.71,2259,1685,327,202,53,64,1.341,1.619,0.828,0.353,2467466.15,2.2388,279.44,354.01,9178.85,0,Bert,SOL
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,bzc9nzfmqkxr6fz1dbph7bdf9broyef6pnzesp7v5iiw,Just a moment...,0.3685,0.35944206008583696,1.0252,2.52,-0.39,1.08,1.09,2.52,unknown,0,1399372.95,508147.48,261699.94,2116.43,36.31,18.7,0.15,1369,1362,405,569,94,199,1.005,0.712,0.472,0.0,13907196.56,9.9382,512.4,893.17,8765.12,0,Fartcoin ,SOL
DP4omjjY94NRJrECHBZyUQSpGrjtukoDyUbqb9Zzpump,ccyufsfkwbor2ak9zygfcj18eblqwrrnjebpbc6hkcm8,Just a moment...,0.0005347,0.0004521011245455314,1.1827,18.27,-1.24,-0.21,-9.31,18.27,unknown,0,101682.64,19030.32,747.97,38.4,18.72,0.74,0.04,365,373,91,101,7,11,0.979,0.901,0.636,0.0,112165.42,1.1031,137.78,41.55,918.27,0,Regret,SOL
AT13ipG8K4HDyEJm3H1ZVQV2Bw8sihewoLQReSMsYo3o,cqmwcyb7fgor8z7as56yxbqzwjy7mnactmj6wulhgv5h,Just a moment...,0.02469,0.0189369535204786,1.3038,30.38,0.37,0.47,3.37,30.38,last_24hours,30.38,1233112.55,249083.12,31930.9,2599.99,20.2,2.59,0.21,1819,1765,397,384,71,65,1.031,1.034,1.092,1.75,1490765.5,1.2089,344.06,234.79,2127.35,0,AU79,SOL
BwtpDM2KUaJAg5CyxfQ8ksZT9FB7y9GvCiZYT9iUpump,cthtctowwysyj9883smgjeysldiaf283m6umcsx24uoj,Just a moment...,3.02e-05,3.02e-05,1.0,0.0,-0.93,3.91,-32.84,-59.86,unknown,0,1727943.44,26664.37,2337.34,69.49,1.54,0.14,0.0,12318,9740,231,288,33,37,1.265,0.802,0.892,0.333,21202.61,0.0123,78.34,33.39,14.88,0,DNUT,SOL
EuXmwrSj6rAPMwqdG7tM3wrJWwvS9yvxQNo2uHj2pump,d17dfynzxzgj3kymvkxbscumsf3z3kjomm4hdummgda3,Just a moment...,0.0005175,0.0005175,1.0,0.0,1.34,9.45,-25.77,-34.13,unknown,0,957872.64,106736.29,20631.23,1017.28,11.14,2.15,0.11,3226,2723,507,437,59,76,1.185,1.16,0.776,1.5,93128.49,0.0972,161.01,152.82,93.75,0,Cockroach,SOL
G99eaR8s3RVnjocc7BnKkbMtQ8yNkAg16LsYeaF1pump,d9cejprf8rkbhtzwc7ehsdp9k9vqmzegwxesthbb69vf,Just a moment...,4.271e-05,4.271e-05,1.0,0.0,-3.06,7.06,0.29,-42.97,unknown,0,1138658.95,44882.54,5504.51,227.44,3.94,0.48,0.02,9200,7068,356,302,49,45,1.302,1.179,1.089,0.25,24754.66,0.0217,69.99,58.56,15.55,0,in,SOL
CPLTbYbtDMKZtHBaPqdDmHjxNwESCEB14gm6VuoDpump,dgycvpjgzav7obtzns9639fjjrh8jj2xjekx51nf4rsa,Just a moment...,0.002654,0.0008066869300911854,3.29,229.0,-1.41,36.57,102.0,229.0,last_1hour,36.57,2534741.81,382798.39,211257.08,9857.74,15.1,8.33,0.39,5942,4140,485,491,211,206,1.435,0.988,1.024,0.667,197131.42,0.0778,251.41,506.61,63.35,1,DTV,SOL
AjPzK6Sf1G27jFkFe4HViSNqMxa3JLE4D1fm6Pzouq2q,dn8mw6qfvmtaffvkp71pbhmhujf91qm3jzstekamwjqv,Just a moment...,0.1813,0.1813,1.0,0.0,1.74,7.13,-7.51,-7.35,unknown,0,4260011.07,262694.67,62849.84,3045.32,6.17,1.48,0.07,9017,14316,804,3203,314,2598,0.63,0.251,0.121,1.286,599820.67,0.1408,182.57,21.58,274.6,0,FLOW,SOL
27dAPsyL9vxaLonk4uqnLKE1F9zUSvvHsoYj436opump,dnutr2js8p27t2ihh2xfmarmzicmquj6crsyzhqmuk1s,Just a moment...,0.0001549,7.519417475728155e-05,2.06,106.0,15.68,-21.16,-16.24,106.0,last_24hours,106.0,3864952.17,463172.53,59950.13,5554.54,11.98,1.55,0.14,26143,19755,3795,2971,389,324,1.323,1.277,1.201,0.512,51640.05,0.0134,84.21,84.08,10.81,1,Fapcoin,SOL
7DtrxWaJuUH5ueu45U6cwpG8XLJizMsbJxJeKonLpump,drkcevbqejacseczduyhvmggybzygaadsuwa8oxrivvg,Just a moment...,9.607e-05,7.627024452207049e-05,1.2596,25.96,4.64,81.13,25.96,25.96,last_1hour,81.13,691799.51,691799.51,25374.29,1279.06,100.0,3.67,0.18,5165,3817,5165,3817,247,197,1.353,1.353,1.254,2.143,36332.93,0.0525,77.02,57.15,5.0,0,DOT,SOL
HYnsveQmKoG3qPhWypcgx938widsvJ9BECd9xzmKpump,dyjdqjh9p49fd2ev8epuzgyzuxawlyuqgfc8amd5emvb,Just a moment...,0.0003673,0.000198873788510477,1.8469,84.69,0.07,-2.79,22.49,84.69,last_6hours,22.49,297169.92,48263.3,15446.41,30.19,16.24,5.2,0.01,1703,1498,258,251,86,51,1.137,1.028,1.686,1.0,74509.6,0.2507,92.84,112.75,89.03,0,ENTRO,SOL
USCRdwZP5UkKhJzhWuD7XjTUviHBtZJbLG7XpbKng9S,e3zg26rwp4v5uq5za2gbpbb66mj2xxyne37ugd91y8ph,Just a moment...,0.0327,0.0327,1.0,0.0,0.0,-1.89,1.4,-31.27,unknown,0,607397.37,18551.88,5105.81,0.0,3.05,0.84,0.0,886,754,51,10,2,4,1.175,5.1,0.5,0,626468.04,1.0314,370.36,850.97,274.63,0,USCR,USDC
76rTxzztXjJe7AUaBi7jQ5J61MFgpQgB4Cc934sWbonk,e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,Just a moment...,0.002055,0.0016358860054131509,1.2562,25.62,0.09,3.16,3.47,25.62,last_24hours,25.62,243826.31,18120.39,4408.52,3.3,7.43,1.81,0.0,666,798,47,77,12,12,0.835,0.61,1.0,0.0,315357.88,1.2934,166.55,183.69,2392.48,0,67,SOL
8ZeTmGGktvSwSSghx8btbTAVGdWogThKM4DQBJgRpump,edpqmvu9okrtnkn8k3tvqwpew6uadexbemdpn7y3hvs2,Just a moment...,0.001263,0.001263,1.0,0.0,-0.13,-8.49,-0.57,-17.08,unknown,0,1269034.24,166823.47,26791.01,612.45,13.15,2.11,0.05,3965,3335,479,416,126,62,1.189,1.151,2.032,0.667,153458.94,0.1209,173.84,142.51,740.03,0,Rome,SOL
6JvpHB2ngA7br2V1JoC7nU8J1MS7Zf3MRcGFcGaBpump,edwkvg73vbg5ky9khbjinuyjmuedwzhr5qfccbhqhx3d,Just a moment...,0.0001831,0.00015229144140397572,1.2023,20.23,0.33,-3.4,4.82,20.23,last_24hours,20.23,151725.37,8082.94,689.15,25.33,5.33,0.45,0.02,24566,6034,70,77,4,8,4.071,0.909,0.5,0,53070.88,0.3498,4.96,57.43,83.25,0,Company,SOL
H8xQ6poBjB9DTPMDTKWzWPrnxu4bDEhybxiouF8Ppump,ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,Just a moment...,0.009776,0.009727363184079603,1.005,0.5,0.34,0.68,3.95,0.5,unknown,0,412761.0,73700.31,6812.2,160.97,17.86,1.65,0.04,656,588,83,101,10,16,1.116,0.822,0.625,0,777995.97,1.8849,331.8,262.01,3202.78,0,Tokabu,SOL
5DZ3RW9uyTBJACXTNXdgfSZdojVRkWbUzFYW6fkEpump,emelmjivmebilddtqzkp63mfue1u55ycyr4kkwkxk7gd,Just a moment...,0.0002282,0.0002282,1.0,0.0,1.34,0.97,-5.43,-31.34,unknown,0,504296.23,41822.51,5537.7,202.16,8.29,1.1,0.04,3619,2544,328,256,47,27,1.423,1.281,1.741,0.5,67444.57,0.1337,81.83,74.83,59.61,0,fraudcoin,SOL
3zjV4gHs3d2saVjSc82hEnxaBwkRe2timgP1onNNXray,eq2ab5acygfke9a33cuzwmbfjcjv1gxwbjykyzrwycjg,Just a moment...,3.869e-05,3.021475985942991e-05,1.2805,28.05,0.0,-0.59,6.77,28.05,last_24hours,28.05,264294.09,299.03,2.22,0.0,0.11,0.0,0.0,64779,1675,7,8,1,0,38.674,0.875,0,0,13355.16,0.0505,3.98,2.22,18.52,0,POLICE,SOL
43VWkd99HjqkhFTZbWBpMpRhjG469nWa7x7uEsgSH7We,eyktefod1gagsum1hxmepqkitffk9xczkqlpx2vkiceg,Just a moment...,30.41,14.620192307692307,2.08,108.0,-4.29,-14.94,19.33,108.0,last_24hours,108.0,817189.46,314907.83,157587.01,18842.56,38.54,19.28,2.31,873,750,330,279,166,133,1.164,1.183,1.248,1.2,1003981.62,1.2286,503.51,527.05,7902.32,1,STNK,SOL
3kNFZX3gAUVv164LAvkKoVGN2M7T4vxLSJQZdWyDpump,ezebt9kv4uvrttajlyfna1dcgnuxyzzsbfgigmsgxvvh,Just a moment...,6.145e-05,6.145e-05,1.0,0.0,5.21,16.0,43.15,-45.84,last_6hours,43.15,452901.47,66015.25,16203.61,4184.83,14.58,3.58,0.92,3961,3137,478,356,115,62,1.263,1.343,1.855,2.545,29512.6,0.0652,63.81,91.55,30.7,0,diamond,SOL
9VBains4fvz6hoyZyuvBcVjA6syGmvVPEW5GGZ14pump,fiovvnhbghitj5ozudrdzm4ci5reeugua9ds3cvaxsdd,Just a moment...,0.0004467,0.00022113861386138616,2.02,102.0,-1.92,14.59,7.97,102.0,last_24hours,102.0,143098.31,26839.65,12673.92,1122.58,18.76,8.86,0.78,539,474,75,125,21,37,1.137,0.6,0.568,3.0,85871.24,0.6001,141.26,218.52,518.98,1,forever,SOL
